symbol,company,price,sector,avg_volume,market_cap,pe_ratio,week52high,week52low
BLDR,Builders FirstSource Inc.,20.55,Basic Materials,1354123,2320943797,19.95,23.28,12.12
BLDP,Ballard Power Systems Inc.,3.37,Industrials,2849976,600071188,-67.4,5.935,1.9
BLUE,bluebird bio Inc.,213.35,Healthcare,950871,10539490000,-30.39,222.0277,73.95
BLMT,BSB Bancorp Inc.,29.9,Financial Services,9905,290259184,0,32.15,26.65
BIDU,Baidu Inc.,244.72,Technology,3280912,84972936261,29.84,274.97,166
BLMN,Bloomin' Brands Inc.,20.79,Consumer Cyclical,834244,1897494838,16.63,22.96,16.11
BHLB,Berkshire Hills Bancorp Inc.,38,Financial Services,211333,1721020000,16.52,40,32.85
BKYI,BIO-key International Inc.,2.04,Industrials,16872,15689532,0,3.67,1.2
BJZ,Blackrock California Municipal 2018 Term Trust,14.74,Financial Services,18628,94822833,0,15.35,14.37
BNCL,Beneficial Bancorp Inc.,15.55,Financial Services,229733,1178128909,31.1,17.5,14.3
BLCN,Reality Shares Nasdaq NextGen Economy ETF,23.77,,327581,108702024,0,25.05,21.7571
BLCM,Bellicum Pharmaceuticals Inc.,6.6,Healthcare,1056687,219484855,-2.21,15.55,5.02
BIO.B,Bio-Rad Laboratories Inc. Class B,244.7,Healthcare,64,1260152325,0,264.2752,197
BIO,Bio-Rad Laboratories Inc. Class A,249.04,Healthcare,165571,7412392940,79.06,273.87,186.98
BIVV,Bioverativ Inc.,103.61,Healthcare,3339547,11213051755,37.68,104.3,46.75
BLPH,Bellerophon Therapeutics Inc.,2.22,Healthcare,231015,122499129,-2.64,2.74,0.95
BIF,Boulder Growth & Income Fund Inc.,11.18,Financial Services,249816,1186162414,0,11.84,9.17
BIG,Big Lots Inc.,56.7,Consumer Defensive,1009309,2383257776,15.58,64.42,45.1
BID,Sotheby's,48.36,Consumer Cyclical,358381,2539056445,22.81,57.95,39.42
BIB,ProShares Ultra Nasdaq Biotechnology,59.15,,299609,419965000,0,69.62,44.617
BJRI,BJ's Restaurants Inc.,38.35,Consumer Cyclical,306367,791290660,23.82,47.55,28
BKEP,Blueknight Energy Partners L.P. L.L.C.,5.1,Energy,225046,204716066,-51,7.35,4.65
BIT,BlackRock Multi-Sector Income Trust of Beneficial Interest,17.42,Financial Services,148403,664864802,0,18.77,16.6984
BIS,ProShares UltraShort Nasdaq Biotechnology,20.12,,81664,35904164,0,29.66,17.52
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,41.9,Utilities,385608,11588404510,13.43,46.88,35.3
BML-L,Bank of America Corporation Depositary Shares Series 5,23.15,Financial Services,33638,1389000000,0,25.3,21.65
BLBD,Blue Bird Corporation,22.45,Consumer Cyclical,106076,539513641,19.87,23.7,15.66
BHP,BHP Billiton Limited,48.69,Basic Materials,2933426,129603569118,0,50.79,33.37
BHK,Blackrock Core Bond Trust,13.08,Financial Services,139396,705471448,0,14.26,12.91
BHE,Benchmark Electronics Inc.,29.7,Technology,430679,1476774674,18.56,35.8,27.05
BHF,Brighthouse Financial Inc.,56.82,Financial Services,1000462,6805507883,20.15,75,52.751
BHBK,Blue Hills Bancorp Inc.,20.5,Financial Services,49088,549967030,35.96,22.05,16.4
BLKB,Blackbaud Inc.,100.05,Technology,325838,4810000498,60.27,104.55,71.48
BIIB,Biogen Inc.,291.87,Healthcare,1608351,61748801163,13.38,370.57,244.28
BOX,Box Inc. Class A,22.12,Technology,1431284,3011465840,-18.75,24.1,15.73
BOCH,Bank of Commerce Holdings (CA),10.95,Financial Services,26708,178173615,16.85,12.4,9.54
BSTC,BioSpecifics Technologies Corp,39.95,Healthcare,28537,287209858,25.13,58.79,38.51
BSTI,BEST Inc. American Depositary Shares each representing one Class A,9.65,Technology,699426,3607170000,0,13.25,8.08
BPTH,Bio-Path Holdings Inc.,1.58,Healthcare,124764,17915671,-2.26,10.1,1.535
BOH,Bank of Hawaii Corporation,85.13,Financial Services,257562,3616206879,19.26,89.09,74.72
BORN,China New Borun Corporation American Depositary Shares,1.44,Consumer Defensive,153130,36786750,0,1.74,0.97
BP,BP p.l.c.,39.62,Energy,6824099,131582023799,21.07,44.615,33.1
BR,Broadridge Financial Solutions Inc.Common Stock,98.78,Industrials,532708,11523099900,31.36,99.22,66.49
BNED,Barnes & Noble Education Inc,6.94,Consumer Cyclical,316535,325584881,28.92,11.3,4.99
BRPAR,Big Rock Partners Acquisition Corp. Right,0.4,,6579,0,0,0.7384,0.29
BPFHP,Boston Private Financial Holdings Inc. Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock Series D,25.3,Financial Services,1965,0,0,26.72,25.07
BOE,Blackrock Enhanced Global Dividend Trust of Beneficial Interest,12.18,Financial Services,302582,839345663,0,13.95,11.35
BPFHW,Boston Private Financial Holdings Inc. Warrants to purchase 1 share of common stock @ $8.00/share,10.34,Financial Services,183,0,0,11.66,8.18
BRPAU,Big Rock Partners Acquisition Corp. Unit,10.52,Industrials,7750,0,0,11,9.99
BPMC,Blueprint Medicines Corporation,81.44,Healthcare,303467,3539582661,-23.88,92,32.43
BOTZ,Global X Robotics & Artificial Intelligence ETF,24.79,,2937895,0,0,27.42,16.52
BOJA,Bojangles' Inc.,12.1,Consumer Cyclical,416843,448537804,13.75,22.35,11.35
BPMP,BP Midstream Partners LP representing Limited Partner Interests,20.29,Energy,169803,2125399210,0,23,16.85
BNY,BlackRock New York Municipal Income Trust,13.45,Financial Services,31103,174360070,0,15.5,13.29
BOLD,Audentes Therapeutics Inc.,33.51,Healthcare,475948,1000453047,-9.6,41.8,13.8979
BNS,Bank Nova Scotia Halifax Pfd 3,61.52,Financial Services,769989,73805303641,12.28,66.78,53.86
BSMX,Banco Santander (M?xico) S.A. Instituci?n de Banca M?ltiple Grupo Financiero Santander M?xico,7.39,Financial Services,2014017,10031177583,10.71,10.82,6.99
BQH,Blackrock New York Municipal Bond Trust of Beneficial Interest,13.75,Financial Services,4502,38501444,0,15.65,13.56
BNJ,BlackRock New Jersey Municipal Income Trust,14.2,Financial Services,17573,108926311,0,16.3487,14.16
BRSS,Global Brass and Copper Holdings Inc.,29.1,Industrials,80671,637400347,11.32,39.85,28.1
BOSC,B.O.S. Better Online Solutions,2.1,Industrials,48312,6893359,0,2.97,1.53
BT,BT Group plc American Depositary Shares,16.19,Communication Services,1313420,32127114677,8.61,20.9492,15.79
BRKL,Brookline Bancorp Inc.,16.5,Financial Services,367076,1274707995,20.63,17.05,13.6
BRKS,Brooks Automation Inc.,26.11,Technology,1155694,1838916412,21.76,34.77,20.48
BRKR,Bruker Corporation,32.1,Healthcare,579884,4993561386,26.31,36.53,21.83
BSET,Bassett Furniture Industries Incorporated,33.9,Consumer Cyclical,49727,364921940,21.46,41.3,24.9
BOXL,Boxlight Corporation,4.28,Technology,1494,29041730,0,9.17,4.36
BURG,Chanticleer Holdings Inc.,3.66,Consumer Cyclical,291829,11073853,-1.68,6.89,1.81
BOOT,Boot Barn Holdings Inc.,17.77,Consumer Cyclical,1041190,481986336,32.31,20.31,5.9
BRACR,Black Ridge Acquisition Corp. Right,0.28,,8527,0,0,0.35,0.22
BRACU,Black Ridge Acquisition Corp. Unit,10.28,Industrials,8709,0,0,10.4005,9.97
BRACW,Black Ridge Acquisition Corp. Warrant,0.369,,12931,0,0,0.3799,0.1963
BSRR,Sierra Bancorp,27.6,Financial Services,23749,420164736,17.92,29.5,23.1023
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,11.23,Financial Services,1398509,84077234470,30.35,11.72,6.86
BRK.A,Berkshire Hathaway Inc.,306000,Financial Services,490,237052080000,32.46,326350,242180
BRK.B,Berkshire Hathaway Inc.,203.79,Financial Services,5073580,265862910058,32.4,217.62,160.93
BUR,Burcon NutraScience Corp,0.5125,Healthcare,171140,22520037,-4.27,1.8096,0.4021
BOKFL,BOK Financial Corporation 5.375% Subordinated Notes due 2056,25.05,,13550,0,0,26.231,23.3854
BPOPM,Popular Inc. Popular Capital Trust II,22,Financial Services,4667,0,0,24.2,17.66
BPOPN,Popular Inc. Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities,24.13,Financial Services,5893,292680000,0,25,22.6124
BRPAW,Big Rock Partners Acquisition Corp. Warrant,0.4,,2719,0,0,0.44,0.3
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,20.26,Financial Services,57004,342815651,0,21.74,19.08
BRFS,BRF S.A.,9.15,Consumer Defensive,2403322,7421926837,-30.5,15.5,8.91
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),106.12,Consumer Defensive,2080456,170613597595,30.94,126.5,101.21
BNFT,Benefitfocus Inc.,25.1,Technology,152201,784958173,-30.24,37.1,22.3
BTU,Peabody Energy Corporation,40.55,Basic Materials,1198300,5299885000,4.21,41.98,22.58
BTT,BlackRock Municipal 2030 Target Term Trust,21.36,Financial Services,224363,1505998997,0,23.62,21.05
BNTCW,,0.39,,0,0,0,0.39,0
BTZ,BlackRock Credit Allocation Income Trust,12.71,Financial Services,269242,1365207842,0,13.66,12.57
BTE,Baytex Energy Corp,2.56,Energy,2075728,602754294,-10.24,4.1,2.13
BTA,BlackRock Long-Term Municipal Advantage Trust of Beneficial Interest,11.4,Financial Services,46739,153013616,0,12.54,11.08
BREW,Craft Brew Alliance Inc.,18.6,Consumer Defensive,81035,358915291,169.09,20.1,12
BPRN,,32.71,,0,0,0,32.71,0
BTI,British American Tobacco Industries p.l.c. ADR,62.43,Consumer Defensive,1738236,143191891073,0,73.41,60.15
BRPA,Big Rock Partners Acquisition Corp.,9.75,Industrials,23882,0,0,10.93,9.5822
BSPM,Biostar Pharmaceuticals Inc.,3.86,Healthcare,1899263,10179546,0,5.97,1.18
BSX,Boston Scientific Corporation,27.2,Healthcare,9704966,37350918062,21.59,29.93,23.29
BST,BlackRock Science and Technology Trust of Beneficial Interest,30.14,Financial Services,187821,674268722,0,30.5,19.64
BSL,Blackstone GSO Senior Floating Rate Term Fund of Beneficial Interest,18.17,Financial Services,57644,276415978,0,18.8,17.01
BSM,Black Stone Minerals L.P. representing limited partner interests,17.93,Energy,168619,3564241335,21.09,19.03,15.12
BURL,Burlington Stores Inc.,122.92,Consumer Defensive,858305,8389029041,37.94,128.93,79.07
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.07,Financial Services,24419,95494739,0,15.61,13.03
BSE,Blackrock New York Municipal Income Quality Trust of Beneficial Interest,12.9,Financial Services,14395,84103614,0,14,12.57
BSF,Bear State Financial Inc.,10.27,Financial Services,38330,387873386,0,10.37,8.663
BPI,Bridgepoint Education Inc.,7.05,Consumer Defensive,179077,206126102,10.37,15.85,7.02
BOFIL,BofI Holding Inc. 6.25% Subordinated Notes Due 2026,25.27,,1422,0,0,28.33,24.25
BSQR,BSQUARE Corporation,4.1,Technology,25890,51774107,0,5.8438,4
BRX,Brixmor Property Group Inc.,15.85,Real Estate,4685193,4829559129,7.55,23.85,13.74
BRT,BRT Apartments Corp. (MD),10.69,Real Estate,74559,151113883,48.59,13.99,7.36
BRS,Bristow Group Inc.,16.28,Energy,738737,575938276,-7.64,17.605,6.21
BRO,Brown & Brown Inc.,52.7,Financial Services,774981,7278133500,27.45,53.77,41.1
BOOM,DMC Global Inc.,23.4,Industrials,74026,345602603,-234,26.15,11.6
BRC,Brady Corporation,37.8,Industrials,167026,1948943014,21.6,40.5,31.7
BSAC,Banco Santander - Chile ADS,32.87,Financial Services,360859,15485560437,17.67,34.98,21.67
BOMN,Boston Omaha Corporation,23.26,Industrials,99007,334076797,0,35.49,12.1498
BPK,Blackrock Municipal 2018 Term Trust,14.89,Financial Services,76054,237029617,0,15.11,14.71
BPL,Buckeye Partners L.P.,48.39,Energy,783189,7096106596,14.49,70.85,43.899
BPT,BP Prudhoe Bay Royalty Trust,21.1,Energy,550836,451540000,0,31.2,15
BPY,Brookfield Property Partners L.P.,20.65,Real Estate,220348,5265526815,54.34,24.96,20.1
BNTC,Benitec Biopharma Limited,3.5,Healthcare,48120,35899976,0,5.48,1.85
BNDX,Vanguard Total International Bond ETF,54.03,,1821505,8008731717,0,55.28,53.59
BPOP,Popular Inc.,42.58,Financial Services,918068,4345703133,15.95,46.83,32.045
BSFT,BroadSoft Inc.,54.9,Technology,817852,1737551291,156.86,55.05,33.85
BUFF,Blue Buffalo Pet Products Inc.,35.09,Consumer Defensive,1137975,6851782635,39.43,35.81,21.51
BPFH,Boston Private Financial Holdings Inc.,15.2,Financial Services,439574,1280455904,17.88,17.875,13.95
BRQS,Borqs Technologies Inc.,9.1,Technology,6390,280322197,0,10.5,4
BOTJ,Bank of the James Financial Group Inc.,15.3,Financial Services,2758,66639796,0,16.45,13.87
BOKF,BOK Financial Corporation,96.35,Financial Services,139176,6306761331,18.18,98.8,73.441
BOFI,BofI Holding Inc.,38.38,Financial Services,825353,2398729889,18.54,38.55,21.6
BTO,John Hancock Financial Opportunities Fund,39.92,Financial Services,50866,743945527,0,41.0032,31.24
BTEC,Principal Healthcare Innovators Index ETF,33.24,,1570,53280833,0,34.9,25.39
BRID,Bridgford Foods Corporation,17.725,Consumer Defensive,9485,160659926,0,18,10.76
BNSO,Bonso Electronics International Inc.,3.48,Technology,31563,17271922,0,3.68,1.9601
BRAC,Black Ridge Acquisition Corp.,9.65,Industrials,45301,170756750,0,9.7,9.52
BV,Bazaarvoice Inc.,5.5,Technology,1125749,474102585,-32.35,5.5,3.8
BW,Babcock & Wilcox Enterprises Inc.,7.31,Technology,1384809,321999118,-1.51,17.31,1.61
CAFD,8point3 Energy Partners LP,12.23,Utilities,426602,967254471,29.12,15.92,11.51
BX,The Blackstone Group L.P. Representing Limited Partnership Interests,34.51,Financial Services,6643552,40548005811,12.28,37.52,28.45
BY,Byline Bancorp Inc.,22.41,Financial Services,43336,658345248,58.97,23.65,19.021
BXP-B,Boston Properties Inc. Depositary Shares each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Redeemable Preferred St,24.09,Real Estate,10159,0,0,26.9362,22.69
BWP,Boardwalk Pipeline Partners LP,11.1,Energy,1576211,2778294280,8.22,18.7871,10.92
C-N,Citigroup Capital VIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),27.1,Financial Services,173264,0,0,27.81,25.85
C-L,Citigroup Inc. Depositary Share representing 1/1000 interest in a share of noncumulative series L,25.87,Financial Services,33805,0,0,28.0233,25.721
C-K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,27.37,Financial Services,127697,0,0,31.6,27.09
C-J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,27.99,Financial Services,80304,0,0,30.45,27.59
BYSI,BeyondSpring Inc.,26.56,Healthcare,6609,605391493,0,48.49,16.55
C-C,Citigroup Inc. Depositary Shares Series C,25.08,Financial Services,56491,0,0,26.16,24.7
BWA,BorgWarner Inc.,52.22,Consumer Cyclical,1623908,10994926535,13.42,58.22,37.54
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,12.8,Financial Services,92599,268669376,0,13.74,12
BXE,Bellatrix Exploration Ltd (Canada),1.3,Energy,183673,64191434,-6.19,4.25,0.9888
C-S,Citigroup Inc. Depositary Shares Series S,25.77,Financial Services,98842,0,0,27.4,25.285
BWLD,Buffalo Wild Wings Inc.,156.95,Consumer Cyclical,443722,2437445271,36.25,165.7,95
BUSE,First Busey Corporation,30.92,Financial Services,154706,1505340200,18.19,32.88,27.33
CAVM,Cavium Inc.,87.16,Technology,1136455,6027612119,60.95,90.83,56.96
BYM,Blackrock Municipal Income Quality Trust of Beneficial Interest,13.36,Financial Services,78574,352787807,0,15.24,13.25
BYD,Boyd Gaming Corporation,37.34,Consumer Cyclical,1840565,4199743687,31.64,40.44,19.39
CAA,CalAtlantic Group Inc.,53.12,Consumer Cyclical,2146654,6172054499,15.72,64.6,33.56
BWINA,Baldwin & Lyons Inc. Class A (voting) Common Stock,23.1,Financial Services,483,347585700,0,26.95,21.4051
BWINB,Baldwin & Lyons Inc. Class B (nonvoting) Common Stock,23.05,Financial Services,16404,346833350,0,25.4,21.2
BWEN,Broadwind Energy Inc.,2.46,Industrials,39229,37321960,-35.2,9.8,2.2
BVN,Buenaventura Mining Company Inc.,15.71,Basic Materials,1446829,3994401726,-11.72,16.26,10.87
BYBK,Bay Bancorp Inc.,12.9,Financial Services,7423,138260768,0,13,6.75
C,Citigroup Inc.,76.82,Financial Services,17267125,197412036000,14.41,80.7,56.55
CAPR,Capricor Therapeutics Inc.,1.85,Healthcare,724216,47563637,-3.14,4.25,0.634
CAPL,CrossAmerica Partners LP representing limited partner interests,23.27,Energy,69522,790830252,105.77,29.8,21.31
BXMT,Blackstone Mortgage Trust Inc.,31.42,Real Estate,989903,3399458308,13.6,33.08,29.51
BXMX,Nuveen S&P 500 Buy-Write Income Fund of Beneficial Interest,13.63,Financial Services,253128,1411448503,0,14.54,13.01
CBA,ClearBridge American Energy MLP Fund Inc.,8.21,Financial Services,262259,480466811,0,10.17,6.94
CBAK,CBAK Energy Technology Inc.,1.45,Technology,76306,38023810,0,2.35,1.2
CABO,Cable One Inc.,689.39,Communication Services,35602,3949777278,33.66,788,615.98
BZUN,Baozun Inc.,35.46,Consumer Cyclical,1729011,1938759153,95.84,40.65,13.87
BWXT,BWX Technologies Inc.,64.12,Industrials,450821,6373760820,31.59,65.06,41.9801
BZH,Beazer Homes USA Inc.,17.04,Consumer Cyclical,768383,572853361,13.52,23.2399,11.18
CASA,Casa Systems Inc.,19.27,Technology,321913,1543478343,0,22.5,13.25
CASC,Cascadian Therapeutics Inc.,9.99,Healthcare,1464846,505682132,-7.4,10.21,3.18
CASM,CAS Medical Systems Inc.,1.13,Healthcare,60848,33024065,-4.68,1.55,0.59
CASI,CASI Pharmaceuticals Inc.,3.84,Healthcare,269622,249855606,-25.6,4.84,0.91
CASH,Meta Financial Group Inc.,110.5,Financial Services,79921,1070064431,15.76,117.975,60.7
CASS,Cass Information Systems Inc,58.72,Industrials,24588,721256820,0,65,53.22728
CAR,Avis Budget Group Inc.,40.02,Industrials,2302702,3258490751,15.33,49.41,20.71
CAKE,The Cheesecake Factory Incorporated,46.53,Consumer Cyclical,1023292,2130389311,17.04,67.14,38.34
CASY,Caseys General Stores Inc.,116.79,Consumer Defensive,404983,4385144963,26.07,128.5126,99.7568
CARZ,First Trust NASDAQ Global Auto Index Fund,43.1,,5656,21520086,0,45,34.43
CARS,Cars.com Inc.,29.27,Consumer Cyclical,1539318,2096481605,25.02,32.28,20.94
CA,CA Inc.,35.34,Technology,2762271,14734101369,15.5,36.56,30.45
CARV,Carver Bancorp Inc.,2.75,Financial Services,9432,10164239,0,7.95,2.01
CART,Carolina Trust BancShares Inc.,9.25,Financial Services,3756,43085390,0,12,6.9
CARO,Carolina Financial Corporation,40.59,Financial Services,102792,854841433,19.9,42.42,28.1418
CARB,Carbonite Inc.,27.8,Technology,344242,776934023,73.16,30.65,18.2
CARA,Cara Therapeutics Inc.,14.48,Healthcare,1295331,472170863,-6.32,28.5,11.11
CAAS,China Automotive Systems Inc.,4.42,Consumer Cyclical,40275,139233618,5.5,5.9,4.3
CARG,CarGurus Inc.,32.33,Technology,165111,3429914594,0,36.8099,25.85
CAAP,Corporacion America Airports SA,16.55,Industrials,0,2648368436,0,17.99,15
CAC,Camden National Corporation,43.09,Financial Services,31462,668959495,15.78,47.41,37.1
BVXV,BiondVax Pharmaceuticals Ltd.,6.23,Healthcare,19670,39931838,0,10.75,4.6
CADC,China Advanced Construction Materials Group Inc.,3.15,Basic Materials,48164,7521123,0,9.75,1.55
C-P,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser AA,26.07,Financial Services,14578,0,0,28.7117,25.65
BXP,Boston Properties Inc.,119.64,Real Estate,929015,18463477217,19.27,140.13,111.57
BXS,BancorpSouth Bank,32.45,Financial Services,783163,2931201101,19.55,35.55,27.2
CAT,Caterpillar Inc.,156.29,Industrials,7050802,93402931906,22.72,173.24,90.34
CAJ,Canon Inc. American Depositary Shares,37.7,Industrials,404625,40706911359,17.37,40.67,28.94
CAI,CAI International Inc.,21.9,Industrials,348226,446554622,7.68,40.11,13.572
CAH,Cardinal Health Inc.,69.34,Healthcare,3473705,21821777417,12.79,84.88,54.66
CADE,Cadence Bancorporation Class A,28.09,Financial Services,444304,2349026250,24.86,28.77,20
BYFC,Broadway Financial Corporation,2.54,Financial Services,4314,66706462,0,2.67,1.47
CAL,Caleres Inc.,29.23,Consumer Cyclical,285821,1256280175,14.54,34.34,22.39
BVXVW,,1.5,,0,0,0,1.5,0
BXC,Bluelinx Holdings Inc.,16.49,Basic Materials,222276,150029664,0,17.19,6.36
BWFG,Bankwell Financial Group Inc.,33.31,Financial Services,9453,258199933,0,38.5,29.895
CAF,Morgan Stanley China A Share Fund Inc.,24.96,Financial Services,199773,546161366,0,27.79,18.14
BXG,Bluegreen Vacations Corporation,18.57,Consumer Cyclical,91389,1387818829,0,19.89,12.5
BVSN,BroadVision Inc.,2.85,Technology,8785,14220956,0,5.95,2.655
CAG,ConAgra Brands Inc.,36.25,Consumer Defensive,3746963,14523955740,18.59,41.68,32.16
CAMP,CalAmp Corp.,24.73,Technology,358044,880996729,27.18,25.45,15.33
CAMT,Camtek Ltd.,6.45,Technology,168388,231117245,17.92,7.96,3.4436
CAE,CAE Inc.,18.77,Industrials,266480,5020791880,23.76,19.11,14.531
CB,Chubb Limited,147,Financial Services,1985090,68183477313,18.33,157.5,133.82
CACG,ClearBridge All Cap Growth ETF,28.81,,16990,56430685,0,30.58,24.374
CACC,Credit Acceptance Corporation,321.91,Financial Services,208953,6216097874,15.72,377.82,182.5
CATY,Cathay General Bancorp,43.21,Financial Services,329608,3495402907,17.28,45.59,34
CACI,CACI International Inc. Class A,150.15,Technology,153606,3697879936,21.42,159.4,112.1
CALX,Calix Inc,6.85,Technology,282280,345204085,-4.42,7.4,4.65
CATB,Catabasis Pharmaceuticals Inc.,1.6,Healthcare,1407899,36933083,-1.06,3.78,1.09
CATC,Cambridge Bancorp,80,Financial Services,4173,324533946,0,87.15,64
CATH,Global X S&P 500 Catholic Values ETF,33.62,,13858,0,0,35.575,28.305
CATM,Cardtronics plc,25.28,Industrials,869723,1154827081,8.9,47.45,15.8
CATO,Cato Corporation (The) Class A,11.17,Consumer Cyclical,273346,279605753,6.65,27.07,10.82
CALI,China Auto Logistics Inc.,3.33,Consumer Cyclical,45674,16118512,0,4.69,1.3
CATS,Catasys Inc.,4.36,Healthcare,72188,68641219,-3.48,14,3.3
CALL,magicJack VocalTec Ltd,8.375,Communication Services,134776,135994270,12.17,8.9,5.55
CALM,Cal-Maine Foods Inc.,42.65,Consumer Defensive,409576,2071720679,-27.69,50.4,33.4
CALA,Calithera Biosciences Inc.,8.1,Healthcare,561822,287361116,-8.18,20.05,6.569
CALD,Callidus Software Inc.,35.9,Technology,2046913,2370203334,-239.33,36.25,18.375
CCZ,Comcast Holdings ZONES,54.75,Consumer Cyclical,40,0,0,64,46.26
CCU,Compania Cervecerias Unidas S.A.,28.37,Consumer Defensive,136812,5241398239,28.66,30.35,22.85
CCT,Corporate Capital Trust Inc.,14.75,Financial Services,668880,1875176188,0,19,14.43
CBOE,Cboe Global Markets Inc.,111.45,Financial Services,1794044,12644874485,32.68,138.54,77.33
CCS,Century Communities Inc.,32.5,Consumer Cyclical,327173,896128448,11.61,36,21.9
CCR,CONSOL Coal Resources LP representing limited partner interests,14.75,Basic Materials,37887,404152552,30.73,16.65,12.555
CCM,Concord Medical Services Holdings Limited ADS (Each represents three),2.57,Healthcare,9215,111879099,0,4.96,2.4643
CCL,Carnival Corporation,69.5,Consumer Cyclical,3366143,49450420450,18.19,72.7,54.75
CCO,Clear Channel Outdoor Holdings Inc. Class A,5,Consumer Cyclical,88061,1820063610,250,6.352,3.35
CCI,Crown Castle International Corp. (REIT),109.12,Real Estate,2951496,44333347038,22.55,114.97,88.7139
CCK,Crown Holdings Inc.,51.5,Consumer Cyclical,2133046,6915052805,12.75,62.27,50.16
CCJ,Cameco Corporation,9.23,Basic Materials,2590942,3653166916,71,11.91,7.68
CCE,Coca-Cola European Partners plc,38.97,Consumer Defensive,1979888,18901303989,15.91,44.75,34.36
CCD,Calamos Dynamic Convertible & Income Fund,19.55,Financial Services,97804,476720729,0,20.98,18.15
CCC,Calgon Carbon Corporation,21.35,Industrials,1414775,1084814145,49.65,22.1,12
CENX,Century Aluminum Company,24.12,Basic Materials,2035325,2106326082,-2412,24.77,11.2621
CBFV,CB Financial Services Inc.,30.05,Financial Services,2772,126730548,18.53,31.9,25.1
CBS.A,CBS Corporation Class A,55.7,Consumer Cyclical,5753,2096367020,0,71.0744,50.6749
CENT,Central Garden & Pet Company,39.2,Consumer Defensive,116675,2033792628,26.31,42.29,29.08
CCI-A,Crown Castle International Corporation 6.875% Mandatory Convertible Preferred Stock Series A,1077.57,Real Estate,8507,0,0,1160,1002.5
CDNA,CareDx Inc.,5.71,Healthcare,231385,163326567,0,7.98,0.76
CBTX,CBTX Inc.,28.05,Financial Services,56730,702535027,0,30.87,27.2
CCIH,ChinaCache International Holdings Ltd.,1.42,Technology,1745582,36328855,0,4.75,0.72
CBLI,Cleveland BioLabs Inc.,3.43,Healthcare,18099,38046880,-30.66,5.55,1.35
CDXS,Codexis Inc.,9.35,Healthcare,251912,452043188,-14.61,9.45,3.6
CCNE,CNB Financial Corporation,28.03,Financial Services,27677,427870662,15.84,29.76,20.905
CEMI,Chembio Diagnostics Inc.,7.6,Healthcare,38649,107738003,-13.33,9.2,5.05
CDXC,ChromaDex Corporation,5.39,Basic Materials,577999,290184804,-23.43,7.24,2.26
CBB-B,Cincinnati Bell Inc. Preferred Stock,49.141,Communication Services,6800,0,0,52.37,48.91
CBSHP,Commerce Bancshares Inc. Depositary Shares each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock,25.68,Financial Services,8713,2360381886,0,27.65,25.22
CEE,The Central and Eastern Europe Fund Inc. (The),25.98,Financial Services,18840,193624030,0,28.3184,19.74
CEA,China Eastern Airlines Corporation Ltd.,39.89,Industrials,34890,11542239832,0,45.25,24.44
CEO,CNOOC Limited,146.89,Energy,159881,1470797672,0,166.23,108.05
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,9.98,Financial Services,372838,217694339,0,13.33,8.8
CEM,ClearBridge Energy MLP Fund Inc.,15.63,Financial Services,238422,1097993308,0,17.7,12.1
CEL,Cellcom Israel Ltd.,8.2,Communication Services,16996,825261218,0,11.19,7.84
CCMP,Cabot Microelectronics Corporation,100,Technology,203424,2560906000,35.71,105.69,68
CCUR,CCUR Holdings Inc.,5.42,Technology,57612,53549806,-3.87,7.1,4.63
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,37.36,Consumer Defensive,228475,1938328892,0,41.34,28.1201
CBL-E,CBL & Associates Properties Inc. Depositary Shs Repstg 1/10 6.625% Ser E Cum Redeemable (Pfd Stk),16.17,Real Estate,38534,11157300,0,25.11,15.4409
CBL-D,CBL & Associates Properties Inc. Dep Shares Repstg 1/10th Preferred Series D,17.96,Real Estate,122571,32597400,0,24.96,17.14
CBB,Cincinnati Bell Inc.,15.6,Communication Services,297305,658094018,-173.33,22.2,14
CCLP,CSI Compressco LP,6.53,Energy,132854,249166118,-5.06,11.27,4.12
CBG,CBRE Group Inc Class A,45.2,Real Estate,2119425,15343553038,16.68,46.6,32.3
CBD,Companhia Brasileira de Distribuicao ADS,21.85,Consumer Cyclical,264972,5819303202,31.21,25.9,16.93
CBRL,Cracker Barrel Old Country Store Inc.,173.74,Consumer Cyclical,337037,4168855336,20.73,179.12,141.75
CBK,Christopher & Banks Corporation,1.13,Consumer Cyclical,115123,42752423,-2.4,1.62,1.04
