symbol,company,price,sector,avg_volume,market_cap,pe_ratio,week52high,week52low
CUTR,Cutera Inc.,46.2,Healthcare,181108,640099429,60.79,52.9,18.5
CVI,CVR Energy Inc.,32.3,Energy,424211,2804642915,115.36,39.7,16.75
CVG,Convergys Corporation,22.78,Industrials,1304648,2105149415,12.18,26.66,20.15
CVE,Cenovus Energy Inc,7.42,Energy,4559814,9116934938,123.67,14.1,6.76
DATA,Tableau Software Inc. Class A,82.66,Technology,1134871,6591602587,-35.63,87,47.3
CYCC,Cyclacel Pharmaceuticals Inc.,1.55,Healthcare,267730,18452008,-0.63,10.9,1.47
CVA,Covanta Holding Corporation,16.15,Industrials,753477,2115890473,-41.41,17.3,13
CYS,CYS Investments Inc.,6.54,Real Estate,2258463,1013765472,6.48,8.98,6.25
CYTK,Cytokinetics Incorporated,7.75,Healthcare,380501,417606185,-3.02,17.2,7
DAC,Danaos Corporation,1.35,Industrials,63173,148229125,1.31,3.2,1.25
DAL,Delta Air Lines Inc.,52.47,Industrials,10245059,37409700603,10.62,60.79,43.81
DAN,Dana Incorporated,28.03,Consumer Cyclical,1565840,4065925454,11.12,35.27,17.53
CYTX,Cytori Therapeutics Inc,0.3249,Healthcare,2445425,11410296,-0.4,2.08,0.215
CUDA,Barracuda Networks Inc.,27.54,Technology,1534142,1478135335,81,27.95,19.06
DAR,Darling Ingredients Inc.,18.17,Industrials,1115714,2992268651,46.59,19.495,12.45
CYD,China Yuchai International Limited,24.5,Industrials,68044,997446450,0,27.98,13.62
CYTR,CytRx Corporation,1.62,Healthcare,373311,44772967,-0.83,2.5898,0.311
CYH,Community Health Systems Inc.,5.87,Healthcare,3430316,673447496,-12.23,10.51,3.85
DAX,Horizons DAX Germany ETF,31.16,,16671,18696000,0,34,25.9
CYBR,CyberArk Software Ltd.,49.3,Technology,526540,1697064795,75.85,55.63,39.34
CWT,California Water Service Group,39.05,Utilities,452007,1874991217,27.5,46.15,32.75
CWBC,Community West Bancshares,10.9,Financial Services,5441,89303700,0,12.97,9.55
CWH,Camping World Holdings Inc. Class A Commom Stock,39.42,Consumer Cyclical,477784,3443890260,18.51,47.62,26.3
CYBE,CyberOptics Corporation,15.05,Technology,77833,105011601,68.41,39.4,11.35
CWBR,CohBar Inc.,6.6,Healthcare,66691,261264333,0,7.6,1.6
CY,Cypress Semiconductor Corporation,16.8,Technology,6475815,5605568035,26.25,17.9,12.4632
DKS,Dick's Sporting Goods Inc,33.18,Consumer Cyclical,3109026,3563685623,10.63,52.89,23.88
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,41.73,,336577,2103192000,0,44.54,35.05
DNR,Denbury Resources Inc.,2.15,Energy,9542961,864514753,0,3.33,0.9148
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,34.62,,13551,105591000,0,36.819,31.44
DNLI,Denali Therapeutics Inc.,23.68,Healthcare,282520,2083353968,0,25.02,14.72
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,27.6,,44300,77280000,0,28.9482,22.3299
DKL,Delek Logistics Partners L.P. representing Limited Partner Interests,30.2,Energy,36533,735716001,15.18,35.5391,26.8
DLHC,DLH Holdings Corp.,6.21,Industrials,11326,73790288,25.88,6.83,4.1
DEPO,Depomed Inc.,7.39,Healthcare,1166596,465669403,-4.04,17.8636,4.31
DMPI,DelMar Pharmaceuticals Inc.,0.97,Healthcare,671242,20953431,-1.31,5.2,0.78
DHXM,DHX Media Ltd.,3.4,Consumer Cyclical,33680,116174627,0,6.05,2.9177
DGICB,Donegal Group Inc. Class B Common Stock,14.4,Financial Services,622,395004240,0,17,13.35
DLPN,Dolphin Entertainment Inc.,2.9,Technology,9543,27164465,0,11.99,2.04
DLPH,Delphi Technologies PLC,48.97,Consumer Cyclical,1146019,4339391538,0,104.99,47.1
DFFN,Diffusion Pharmaceuticals Inc.,0.65,Healthcare,1472477,19189125,-0.35,5.06,0.59
DNOW,NOW Inc.,9.9,Energy,1737806,1069501336,-36.67,20.79,9.1192
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund of Beneficial Interest,18.14,Financial Services,133587,654588249,0,19.49,15.29
DEX,Delaware Enhanced Global Dividend of Beneficial Interest,11.93,Financial Services,43993,188984896,0,12.7,10.37
DMB,Dreyfus Municipal Bond Infrastructure Fund Inc.,12.36,Financial Services,76783,227201285,0,13.54,12.19
DGLD,VS 3X INV GOLD,41,,128990,17589410,0,57.13,38.12
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,24.72,Financial Services,94359,258323580,0,27.2876,22.88
DEI,Douglas Emmett Inc.,36.59,Real Estate,898135,6202930434,19.16,41.59,34.72
DEL,Deltic Timber Corporation,93.28,Basic Materials,150723,1136998595,101.39,100.35,65.65
DEO,Diageo plc,139.03,Consumer Defensive,432682,86069979871,0,147.62,110.92
DEA,Easterly Government Properties Inc.,19.51,Real Estate,455808,855977760,15.61,22.32,19.08
DGLY,Digital Ally Inc.,2.3,Industrials,100704,16053381,-1.22,5,1.7
DFRG,Del Frisco's Restaurant Group Inc.,17.15,Consumer Cyclical,302251,363908834,24.86,18.8,11.7
DHG,Deutsche High Income Opportunities Fund Inc,14.93,Financial Services,61299,226657854,0,15.2,14.37
DENN,Denny's Corporation,14.82,Consumer Cyclical,368063,967490948,25.55,15.7,10.87
DIOD,Diodes Incorporated,29.33,Technology,337313,1448612513,21.41,35.3599,22.06
DLB,Dolby Laboratories,63.54,Consumer Cyclical,472106,6577968207,30.55,74.29,48
DISCB,Discovery Communications Inc. Series B Common Stock,32,Consumer Cyclical,357,12129767104,19.39,36.1,19.25
DHIL,Diamond Hill Investment Group Inc.,215,Financial Services,7394,745891545,0,219.9,182.5
DDS,Dillard's Inc.,68.59,Consumer Cyclical,633479,1953785053,13.61,83.44,45.51
DDR,DDR Corp.,7.57,Real Estate,4532860,2789277802,6.42,14.89,6.77
DISCK,Discovery Communications Inc.,23.04,Consumer Cyclical,3165822,8733432315,11.08,29.18,14.99
DLR,Digital Realty Trust Inc.,99.58,Real Estate,1697329,20460732474,16.32,127.23,98.28
DLX,Deluxe Corporation,71.8,Industrials,359463,3446400000,13.65,78.87,66.431
DDF,Delaware Investments Dividend & Income Fund Inc.,10.581,Financial Services,27218,81348410,0,11.3634,10.09
DDE,Dover Downs Gaming & Entertainment Inc,1.23,Consumer Cyclical,197871,40777737,0,1.79,0.92
DDD,3D Systems Corporation,10.15,Technology,2813123,1155701898,-30.76,23.702,7.92
DOC,Physicians Realty Trust of Beneficial Interest,15.05,Real Estate,1813840,2697240201,14.33,21.85,14.755
DL,China Distance Education Holdings Limited American Depositary Shares,9.43,Consumer Defensive,80029,310847625,0,11.4,6.61
DLTR,Dollar Tree Inc.,106.81,Consumer Defensive,2172460,25324278874,28.03,116.65,65.63
DHR,Danaher Corporation,96.85,Healthcare,2829531,67465710000,24.03,104.82,78.97
DLTH,Duluth Holdings Inc.,17.45,Consumer Cyclical,208575,566449807,26.85,23.42,15.13
DGII,Digi International Inc.,10.3,Technology,106462,278393849,27.84,13.35,8.5
DMLP,Dorchester Minerals L.P.,15.65,Energy,90872,505178463,0,19.1,13.9
DGX,Quest Diagnostics Incorporated,102.26,Healthcare,1074207,13805100000,18.1,112.965,90.1
DGICA,Donegal Group Inc. Class A Common Stock,16.4,Financial Services,25915,449865940,48.24,18.25,14.51
DNB,Dun & Bradstreet Corporation (The),118.83,Industrials,389739,4391925429,16.15,125.325,101.17
DNI,Dividend and Income Fund,13.36,Financial Services,93402,164794879,0,14.25,11.61
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,24.57,Financial Services,101403,470799259,0,28.3546,23.5
DFS,Discover Financial Services,79.63,Financial Services,2318400,28507540000,13.34,81.93,57.5
DNBF,DNB Financial Corp,32.95,Financial Services,7130,140658047,16.07,35.85,30
DFBG,Differential Brands Group Inc.,1.13,Consumer Cyclical,28903,15063859,-1.31,2.482,0.701
DLBS,iPath US Treasury Long Bond Bear ETN,21.17,,9275,19962082,0,22,13.54
DNKN,Dunkin' Brands Group Inc.,62.15,Consumer Cyclical,1260985,5613568421,25.58,68.45,50.89
DJCO,Daily Journal Corp. (S.C.),224.5,Consumer Cyclical,1007,309977477,0,250.95,195
DHCP,Ditech Holding Corporation,10.57,Financial Services,0,395038434,0,12,0.554
DO,Diamond Offshore Drilling Inc.,13.91,Energy,1898922,1908838448,16.96,20.41,10.055
DIN,DineEquity Inc,63.44,Consumer Cyclical,263720,1141169378,13.22,63.44,36.71
DM,Dominion Energy Midstream Partners LP representing Limited Partner Interests,26.4,Energy,279620,2625581138,19.7,34.85,25
DK,Delek US Holdings Inc.,33.57,Energy,1168448,2823237000,258.23,39.43,20.65
DECK,Deckers Outdoor Corporation,94.98,Consumer Cyclical,855397,3016836633,26.02,98.62,51.77
DF,Dean Foods Company,9.7,Consumer Defensive,1534913,883395102,10.54,20.1,9.01
DG,Dollar General Corporation,94.56,Consumer Defensive,2463732,25679053732,21.06,105.82,65.97
DE,Deere & Company,164.77,Industrials,2532203,53263074839,24.81,175.26,106.72
DFIN,Donnelley Financial Solutions Inc.,20.08,Financial Services,206433,676696000,21.83,27.08,18.06
DERM,Dermira Inc.,26.84,Healthcare,693729,1118533864,-8.55,38.75,21.35
DISH,DISH Network Corporation,44.57,Communication Services,2538428,20785549630,16.39,66.5,42.285
DIS,The Walt Disney Company,105.98,Consumer Cyclical,8816083,159359527264,18.59,116.1,96.2
DLNG,Dynagas LNG Partners LP,10.83,Industrials,165842,384356700,14.44,17.93,10.49
DMRC,Digimarc Corporation,31.55,Technology,96568,367878931,-14.02,41.75,24.2
DHI,D.R. Horton Inc.,45.16,Consumer Cyclical,5745742,16976575560,16.54,53.32,30.51
DEST,Destination Maternity Corporation,2.07,Consumer Cyclical,79756,30241427,25.87,5.4336,1.02
DHF,Dreyfus High Yield Strategies Fund,3.2,Financial Services,232927,232664602,0,3.6,3.14
DESP,Despegar.com Corp.,28.2,Consumer Cyclical,159084,1948535400,0,34.7,22.73
DELT,Delta Technology Holdings Limited,1.17,Basic Materials,1866754,11772164,0,4.7,0.9103
DHX,DHI Group Inc.,1.7,Industrials,335526,85693631,8.1,5.45,1.5
DHT,DHT Holdings Inc.,3.74,Industrials,1137570,532378895,20.78,5.2,3.27
DISCA,Discovery Communications Inc. Series A Common Stock,24.31,Consumer Cyclical,5253711,9214832447,11.69,30.25,15.99
DNP,DNP Select Income Fund Inc.,10.2,Financial Services,530569,2913168011,0,11.57,9.71
DTRM,Determine Inc.,1.36,Technology,23479,20258376,-2.19,3.93,1.2301
DRQ,Dril-Quip Inc.,47.1,Energy,449230,1783231858,112.14,67.95,35.85
DRI,Darden Restaurants Inc.,94.9,Consumer Cyclical,1397433,11723359233,23.61,100.11,73.81
DRH,Diamondrock Hospitality Company,11.12,Real Estate,1911652,2227394180,11.23,12.11,10.43
DRE,Duke Realty Corporation,25.47,Real Estate,3344477,9070907450,20.54,30.14,24.48
DRD,DRDGOLD Limited American Depositary Shares,3,Basic Materials,73917,126620607,0,6.43,2.79
DVCR,Diversicare Healthcare Services Inc.,8.1,Healthcare,4406,52308472,0,12.25,7.49
DSKE,Daseke Inc.,10.49,Industrials,419562,508547637,-37.46,14.52,8.7632
DRRX,DURECT Corporation,1.09,Healthcare,637229,161915283,-7.27,2.17,0.7447
DORM,Dorman Products Inc.,77.32,Consumer Cyclical,219580,2607417978,23.36,88.5,60.93
DPLO,Diplomat Pharmacy Inc.,23.79,Healthcare,963810,1638493880,30.9,27.78,13.385
DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,31.77,,6930,11119532,0,33,26.3663
DTF,DTF Tax-Free Income Inc.,13.4,Financial Services,24658,114177179,0,15.98,13.05
DTE,DTE Energy Company,103.2,Utilities,1494566,18513077515,20.04,116.74,97.66
DXPS,WisdomTree United Kingdom Hedged Equity Fund,23.68,,3183,12930500,0,25.279,22.7101
DSWL,Deswell Industries Inc.,3.03,Consumer Cyclical,29414,48132274,0,3.64,1.8
DRYS,DryShips Inc.,3.63,Industrials,1701023,378517190,-0.06,3557.4,0.98
DTEA,DAVIDsTEA Inc.,3.3,Consumer Defensive,11585,85287230,17.37,7.95,3.25
DXYN,The Dixie Group Inc.,3.25,Consumer Cyclical,16906,52459261,-20.31,5.205,2.9
DVAX,Dynavax Technologies Corporation,17.25,Healthcare,1482530,1045285330,-9.03,24.45,3.9
DRIO,DarioHealth Corp.,1.47,Healthcare,71480,20342173,-1.19,4.7,1.32
DX-A,Dynex Capital Inc. Preferred Stock Series A,25.42,Real Estate,4180,58466000,0,26,25.04
DOOR,Masonite International Corporation (Canada),67.05,Basic Materials,198446,1908990205,20.82,85.3,50.4
DSX,Diana Shipping inc.,3.76,Industrials,739462,399052624,-3.19,6.2,3.07
DSW,DSW Inc.,19.48,Consumer Cyclical,1583976,1558366533,13.34,22.72,15.14
DST,DST Systems Inc.,83.15,Technology,1949422,4928369515,24.75,84.48,50.22
DSU,Blackrock Debt Strategies Fund Inc.,11.51,Financial Services,224057,707856793,0,11.8549,11.23
DSL,DoubleLine Income Solutions Fund of Beneficial Interests,19.62,Financial Services,442643,1988483880,0,21.56,19.33
DSM,Dreyfus Strategic Municipal Bond Fund Inc.,7.61,Financial Services,182949,374743073,0,8.8501,7.6
DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,29.13,,16855,65542529,0,30.12,23.4786
DSE,Duff & Phelps Select Energy MLP Fund Inc.,5.95,Financial Services,238459,155349544,0,8.25,5.03
DSLV,VelocityShares 3x Inverse Silver ETN,25.41,,308648,30846114,0,34.67,19.64
DWDP,DowDuPont Inc.,71.62,Basic Materials,9163131,166804661494,51.9,77.08,64.01
DOTA,Draper Oakwood Technology Acquisition Inc.,9.89,Industrials,10426,74916750,0,9.89,9.71
DXGE,WisdomTree Germany Hedged Equity Fund,31.5,,42769,96075000,0,33.99,29.2238
DOGZ,Dogness (International) Corporation,4.8,Consumer Defensive,20921,124800000,0,6.4,3.7
DVN,Devon Energy Corporation,34.65,Energy,5798235,18208575000,23.73,45.62,28.7947
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,25.16,,73386,147186000,0,26.06,24.47
DVD,Dover Motorsports Inc.,2.05,Consumer Cyclical,16470,75465543,12.81,2.45,1.8
DVA,DaVita Inc.,72.77,Healthcare,1467299,13277779970,21.15,80.71,52.51
DOX,Amdocs Limited,66.31,Technology,797712,9510379130,18.73,71.37,59.09
DVY,iShares Select Dividend ETF,96.96,,974286,17098896000,0,102.32,89.53
DOV,Dover Corporation,100.21,Industrials,1273419,15474872732,24.87,109.06,75.51
DXPE,DXP Enterprises Inc.,30.26,Industrials,98659,526276352,30.88,42,24.86
DWAQ,PowerShares DWA NASDAQ Momentum Portfolio,109,,6540,54500000,0,111.54,81.771
DWAS,PowerShares DWA SmallCap Momentum Portfolio,50.21,,35238,251050000,0,51.6211,39.01
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,44.74,,81832,210278000,0,47.87,35.57
DUK,Duke Energy Corporation (Holding Company),75.69,Utilities,4384377,52981154224,17.01,91.8,72.93
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc.,8.65,Financial Services,94512,237829008,0,9.4199,8.56
DRAD,Digirad Corporation,2.3,Healthcare,74465,46121863,7.93,5.6835,1.9
DSGX,The Descartes Systems Group Inc.,26.55,Technology,69509,2038336345,82.97,31.2278,21
DOVA,Dova Pharmaceuticals Inc.,34.71,Healthcare,91124,890396782,-32.75,35,16.98
DRNA,Dicerna Pharmaceuticals Inc.,11.82,Healthcare,389408,610405343,-3.45,11.82,2.52
DPS,Dr Pepper Snapple Group Inc,116.06,Consumer Defensive,3064733,20861097693,25.62,126.65,83.23
DWSN,Dawson Geophysical Company,5.49,Energy,63039,119231919,-3.52,8.1,3.7
DPZ,Domino's Pizza Inc,221.49,Consumer Cyclical,1042785,9686675776,41.56,221.915,166.74
DPG,Duff & Phelps Global Utility Income Fund Inc.,14.8,Financial Services,166521,561361129,0,17.29,14.39
DXLG,Destination XL Group Inc.,2.325,Consumer Cyclical,72611,113196143,-77.5,3.4,1.455
DX,Dynex Capital Inc.,6.28,Real Estate,400484,349441488,10.83,7.4141,6.03
DY,Dycom Industries Inc.,113.81,Industrials,584477,3521143235,21.64,123.99,73.95
DVMT,Dell Technologies Inc. Class V,69.82,Technology,3727907,13918962609,0,92.4,59.925
DS,Drive Shack Inc.,5.31,Real Estate,319091,355576535,88.5,6.49,2.41
DQ,DAQO New Energy Corp. American Depositary Shares each representing five,61.51,Technology,387477,647026089,9.95,72.5,18.01
DTYS,iPath US Treasury 10-year Bear ETN,22.95,,89184,69795976,0,23.22,13.93
DYN,Dynegy Inc.,12.18,Utilities,3137947,1758603100,-5.88,12.84,5.84
DWCH,Datawatch Corporation,9.65,Technology,92121,119198180,-48.25,12.65,6.9
DWIN,PowerShares DWA Tactical Multi-Asset Income Portfolio,25.66,,25398,92376026,0,28.33,25.32
DWPP,First Trust Dorsey Wright People's Portfolio ETF,28.85,,10775,30355558,0,30.68,24.6693
DSPG,DSP Group Inc.,12.4,Technology,54872,276804977,72.94,14.2,9.85
DXCM,DexCom Inc.,57.13,Healthcare,1177912,4964776674,-74.19,86.32,42.62
DXC,DXC Technology Company,100.67,Technology,1735860,28760197370,87.54,102.95,67.76
EGY,Vaalco Energy Inc,0.81,Energy,184620,47642605,0,1.18,0.679
ECOM,ChannelAdvisor Corporation,9,Technology,76529,239448114,-16.98,12.65,8.3
ECOL,US Ecology Inc.,58.5,Industrials,94437,1278176153,34.21,58.5,44.5
EGP,EastGroup Properties Inc.,81.05,Real Estate,251439,2815584603,19.03,95.03,69.9
EGO,Eldorado Gold Corporation,1.09,Basic Materials,10611864,865471641,54.5,3.78,1.09
EGN,Energen Corporation,52.04,Energy,1052090,5058389166,-371.71,60.07,46.16
EGL,Engility Holdings Inc.,26.43,Industrials,142967,973282503,11.59,35.63,24.03
EGF,Blackrock Enhanced Government Fund Inc.,13.03,Financial Services,13084,84502292,0,14.14,12.9301
EFSC,Enterprise Financial Services Corporation,47.4,Financial Services,138187,1093273890,18.16,49.675,36.65
EGIF,Eagle Growth and Income Opportunities Fund of Beneficial Interest,15.7,Financial Services,17472,112739738,0,17.58,15.224
EEMA,iShares MSCI Emerging Markets Asia Index Fund,75.52,,125127,630592000,0,81.27,57.0954
DZSI,DASAN Zhone Solutions Inc.,9.77,Technology,17982,160100550,-18.43,10.9999,5
EHT,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest,9.82,Financial Services,44774,210746637,0,10.52,9.34
DYSL,Dynasil Corporation of America,1.26,Technology,40045,21640721,0,2.06,1.09
EHIC,eHi Car Services Limited American Depositary Shares,11.79,Industrials,198713,818599071,78.6,12.5,8.89
EHC,Encompass Health Corporation,52.04,Healthcare,593965,5116094240,18.65,54.13,40.86
EGOV,NIC Inc.,13.7,Technology,889048,907912700,17.79,22.4,12.65
EHI,Western Asset Global High Income Fund Inc,9.63,Financial Services,175215,435682097,0,10.4,9.25
EGHT,8x8 Inc,18.95,Communication Services,1195866,1746480190,-1895,18.95,10.3
EDIT,Editas Medicine Inc.,33.28,Healthcare,1801484,1509675715,-10.27,41.6,13.12
EBMT,Eagle Bancorp Montana Inc.,19.95,Financial Services,3991,108935997,15.23,21.95,17.35
EDAP,EDAP TMS S.A.,2.5,Healthcare,55968,71819040,83.33,3.85,2.25
EGBN,Eagle Bancorp Inc.,62.45,Financial Services,144690,2136938580,18.75,69.8,46.2
EEX,Emerald Expositions Events Inc.,21.61,Industrials,82124,1560517938,22.05,24.56,18.67
EFBI,Eagle Financial Bancorp Inc.,15.87,Financial Services,2935,25595263,0,19.57,14.5
EA,Electronic Arts Inc.,126.34,Technology,4754568,38752014888,37.38,131.01,85.23
EEQ,Enbridge Energy Management LLC Shares repstg limited liability company interests,12.26,Energy,868372,5964454078,-613,18.073158,11.734471
EEP,Enbridge Energy L.P. Class A,13.12,Energy,1436573,6640400147,19.29,19.64,12.25
EEI,Ecology and Environment Inc.,11.45,Industrials,4006,49253366,0,13.0573,9.75
EBSB,Meridian Bancorp Inc.,20.2,Financial Services,269733,1091594183,21.26,21.85,15.85
EEA,The European Equity Fund Inc.,10,Financial Services,16198,80725000,0,10.8774,7.9101
ECYT,Endocyte Inc.,3.57,Healthcare,385571,170935288,-3.22,6.55,1.17
EFII,Electronics for Imaging Inc.,28.3,Technology,618717,1293053008,108.85,51.15,25.28
EFX,Equifax Inc.,115.55,Industrials,1232122,13875171897,19.29,147.02,90.72
EGAN,eGain Corporation,7.4,Technology,202391,201902666,-33.64,8,1.3
EGRX,Eagle Pharmaceuticals Inc.,62.95,Healthcare,209366,939316168,9.93,97.15,45.05
EE,El Pasoectric Company,50.25,Utilities,275711,2039737649,20.94,61.15,46.45
ED,Consolidated Edison Inc.,76.36,Utilities,2477143,23701920265,18.53,89.7,73.22
EFR,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,14.41,Financial Services,159913,530984190,0,15.58,14.01
EFT,Eaton Vance Floating Rate Income Trust of Beneficial Interest,14.51,Financial Services,142836,578422142,0,15.4,14.03
EC,Ecopetrol S.A. American Depositary Shares,17.34,Energy,2068918,35648174288,78.82,20.55,8.44
ECHO,Echo Global Logistics Inc.,27.1,Industrials,397140,756296556,40.45,32.95,13
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,9.21,Financial Services,93290,193410000,0,10.09,9.08
EFC,Ellington Financial LLC representing Limitied Liability Company Interests no par valu,14.88,Financial Services,106186,459398305,13.65,17,14.19
EFF,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest,16.26,Financial Services,43789,123680422,0,17.55,15.93
ECPG,Encore Capital Group Inc,40.6,Financial Services,197160,1045266691,11,52,28.95
EBIO,Eleven Biotherapeutics Inc.,0.933,Healthcare,929580,29699251,-0.83,2.54,0.6201
DYNT,Dynatronics Corporation,2.65,Healthcare,21752,21025794,-2.21,3.75,2.1
EBIX,Ebix Inc.,85.6,Technology,141339,2692597134,27.7,87,52.4
EDUC,Educational Development Corporation,18.8,Consumer Cyclical,28892,76871959,156.67,22.95,6.25
ECC,Eagle Point Credit Company Inc.,18.31,,165615,338886973,9.39,22.1062,17.28
ECA,Encana Corporation,10.87,Energy,9080358,10576846427,27.17,14.31,8.01
ECL,Ecolab Inc.,131.72,Basic Materials,1498689,38055792255,28.95,140.5,121.5
EFOI,Energy Focus Inc.,2.61,Technology,22343,30946360,-2.72,4.4894,1.51
ECT,ECA Marcellus Trust I of Beneficial Interest,2.1,Energy,44432,36970500,30,2.7,2
ECR,Eclipse Resources Corporation,1.65,Energy,735006,495930519,-27.5,3.095,1.6
EIX,Edison International,60.31,Utilities,3760096,19649673834,13.74,83.38,57.63
EAST,Eastside Distilling Inc.,5.05,Consumer Defensive,30211,24363215,-2.69,7.5,3.3501
EHTH,eHealth Inc.,16.53,Financial Services,145482,312696952,-14.89,28.59,10.35
EKSO,Ekso Bionics Holdings Inc.,1.48,Healthcare,463600,88657736,-1.15,4.77,0.99
EARN,Ellington Residential Mortgage REIT of Beneficial Interest,10.83,Real Estate,123096,144474550,5.92,15.74,10.23
EDF,Stone Harbor Emerging Markets Income Fund of Beneficial Interest,15.8,Financial Services,135708,251341091,0,17.31,14.5
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,8.03,Financial Services,274476,539020174,0,8.37,7.34
EDI,Stone Harbor Emerging Markets Total Income Fund of Beneficial Interests,14.99,Financial Services,69512,144283697,0,16.7928,13.37
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,57.61,Utilities,74848,2588592780,62.62,63.29,28.88
EACQ,Easterly Acquisition Corp.,10.1,Industrials,30829,65182340,0,10.2,9.25
EBAY,eBay Inc.,43.39,Consumer Cyclical,12368928,43914137011,26.3,46.99,31.89
EDR,Education Realty Trust Inc.,30.74,Real Estate,481099,2328645130,16.18,42.44,30.07
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 (Cayman Islands),93.16,Consumer Defensive,2216666,14690162283,53.54,108.4,47.99
EGLE,Eagle Bulk Shipping Inc.,4.84,Industrials,498131,358755562,-5.98,5.92,4.1801
EARS,Auris Medical Holding AG,0.27,Healthcare,945773,16516950,-0.42,1.06,0.25
EGLT,Egalet Corporation,0.7905,Healthcare,731284,36318482,-0.23,5.6,0.7501
EIG,Employers Holdings Inc,40.15,Financial Services,129392,1302089232,14.49,50.45,35.9
EEFT,Euronet Worldwide Inc.,84.3,Industrials,623937,4441011166,19.56,101.0674,76.26
EIGR,Eiger BioPharmaceuticals Inc.,8.65,Healthcare,243982,90966912,-1.63,16.2,6.1
EBTC,Enterprise Bancorp Inc,31.56,Financial Services,7171,366406961,0,38.25,29.02
EIGI,Endurance International Group Holdings Inc.,8,Technology,310540,1121525560,-13.33,9.5,6.2
EAT,Brinker International Inc.,32.67,Consumer Cyclical,1897404,1514161064,10.11,45.81,29.5
E,ENI S.p.A.,33.79,Energy,242945,61399561150,29.9,37.48,29.44
EDGW,Edgewater Technology Inc.,6.31,Technology,16809,88437439,0,7.975,5.58
EBF,Ennis Inc.,19.65,Industrials,88712,499441888,35.73,21.5,15.2
EDGE,Edge Therapeutics Inc.,13.78,Healthcare,113248,425239776,-8.83,14.4,7.301
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one),6.99,Utilities,450186,9454910423,0,7.38,3.49
EBS,Emergent Biosolutions Inc.,48.62,Healthcare,342252,2402088846,25.72,51.25,27.94
ENTA,Enanta Pharmaceuticals Inc.,77.96,Healthcare,249945,1493765599,88.59,95.91,27.241
EQGP,EQT GP Holdings LP representing limited partner interests,24.82,Energy,117825,6606215300,25.33,31.7647,24.18
EOG,EOG Resources Inc.,107.96,Energy,3180135,62424548071,263.32,119,81.99
ENTG,Entegris Inc.,33.65,Technology,1034996,4758000065,23.37,35.35,20.85
EOD,Wells Fargo Global Dividend Opportunity Fund,5.76,Financial Services,217221,261697346,0,6.51,5.505
EOI,Eaton Vance Enhance Equity Income Fundd Equity Income Fund Shares of Beneficial Interest,14.28,Financial Services,136993,559391140,0,15.15,12.83
EPR,EPR Properties,56.67,Real Estate,611431,4174748502,11.45,77.7,54.95
ENTL,Entellus Medical Inc.,24.02,Healthcare,173342,617991772,-14.56,25.5775,11.47
EOS,Eaton Vance Enhance Equity Income Fund II,15.86,Financial Services,149734,755810251,0,16.46,13.29
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,21.07,Financial Services,31840,320574214,0,23.54,20.77
EPD,Enterprise Products Partners L.P.,26.25,Energy,5942125,56728518289,19.74,29.51,23.59
EPE,EP Energy Corporation Class A,1.72,Energy,793829,439676299,-8.6,5.27,1.54
EPC,Edgewell Personal Care Company,52.58,Consumer Defensive,911341,2839194439,13.21,82.0594,46.83
EMES,Emerge Energy Services LP representing Limited Partner Interests,7.64,Energy,681296,236587154,-7.07,24.45,5.65
ERIE,Erie Indemnity Company,113.12,Financial Services,29117,5915029868,28.14,129.73,106.625
ENSG,The Ensign Group Inc.,26.95,Healthcare,221467,1387519753,21.39,26.95,16.505
EMMS,Emmis Communications Corporation,3.3,Consumer Cyclical,30606,42137624,-22,3.87,2.14
EQIX,Equinix Inc.,396.44,Technology,815883,31014966839,21.41,495.345,361.9
ENDP,Endo International plc,6.77,Healthcare,6041431,1511832145,1.4,14.45,5.77
EQS,Equus Total Return Inc.,2.38,Financial Services,7198,32173187,0,3,2
EQR,Equity Residential of Beneficial Interest,57.64,Real Estate,2332734,21212562246,18.36,70.455,54.97
EQT,EQT Corporation,51.4,Energy,4226851,13593912200,37.25,67.84,43.7
